ID,income_segment,age_segment
7295191,"Medium Income",Adult
5088596,"High Income",Senior
4177372,"High Income",Adult
14822730,"Medium Income",Senior
6945414,"High Income",Senior
7516810,"High Income",Adult
1019009,"High Income",Senior
2509771,"High Income",Senior
9211615,"Medium Income",Senior
15955988,"Medium Income",Senior
10351985,"Medium Income",Senior
16636575,"Medium Income",Senior
8809620,"Low Income",Senior
6738033,"Medium Income",Senior
10452853,"High Income",Adult
16354514,"Medium Income",Senior
13601499,"Medium Income",Adult
4986404,"High Income",Senior
12446098,"Low Income",Senior
12514002,"Low Income",Adult
11767361,"High Income",Adult
69320,"High Income",Senior
11921304,"High Income",Adult
13200661,"High Income",Adult
10586269,"Medium Income",Adult
9281598,"Medium Income",Senior
3802128,"High Income",Adult
14500042,"High Income",Adult
3874187,"Low Income",Senior
1484906,"Medium Income",Adult
13712266,"Medium Income",Senior
15561824,"Medium Income",Adult
3397436,"High Income",Senior
15077947,"Low Income",Adult
857695,"Medium Income",Senior
3559082,"Low Income",Adult
13123546,"High Income",Senior
15234463,"Medium Income",Senior
7993967,"Low Income",Senior
830288,"High Income",Adult
16154281,"High Income",Senior
10307999,"Low Income",Adult
13006950,"High Income",Senior
16598088,"Medium Income",Adult
11193772,"High Income",Adult
757634,"Low Income",Senior
55043,"Medium Income",Adult
5054846,"Low Income",Senior
13130228,"High Income",Senior
13680146,"High Income",Senior
11610581,"Low Income",Senior
9591016,"Low Income",Adult
16243048,"High Income",Senior
11355034,"Low Income",Adult
16460207,"Medium Income",Senior
15129682,"Medium Income",Adult
11179505,"High Income",Adult
11956623,"Low Income",Adult
6294600,"High Income",Adult
9214939,"Low Income",Senior
1285996,"Medium Income",Senior
1811317,"High Income",Adult
3720180,"High Income",Senior
12539779,"High Income",Adult
15557560,"High Income",Senior
8238428,"Medium Income",Senior
5436052,"High Income",Senior
11363034,"High Income",Adult
7596226,"Medium Income",Adult
16426395,"Low Income",Adult
7242667,"Medium Income",Senior
6544179,"Medium Income",Senior
15505436,"High Income",Senior
14340154,"Low Income",Adult
4035663,"Low Income",Senior
3077423,"High Income",Adult
7709403,"Medium Income",Senior
10213169,"High Income",Senior
16367766,"High Income",Adult
8817040,"High Income",Senior
1821961,"High Income",Senior
11458244,"Low Income",Adult
11154510,"Medium Income",Senior
4888690,"High Income",Senior
10713445,"Low Income",Senior
11960890,"High Income",Senior
7470214,"Medium Income",Senior
345494,"High Income",Senior
265247,"High Income",Senior
14867440,"Low Income",Adult
5759259,"Low Income",Senior
3962255,"Medium Income",Adult
15174062,"Medium Income",Adult
767398,"High Income",Adult
13118630,"Low Income",Adult
2976542,"Medium Income",Senior
9102152,"High Income",Adult
7094572,"High Income",Adult
348833,"Medium Income",Adult
10433630,"Medium Income",Adult
354668,"Low Income",Senior
2815222,"Low Income",Senior
4813809,"Medium Income",Adult
6789061,"Medium Income",Senior
13459405,"Low Income",Adult
4453,"Medium Income",Senior
6078797,"High Income",Senior
384891,"High Income",Adult
6627878,"Low Income",Senior
12190674,"Low Income",Senior
1939381,"Medium Income",Senior
7126340,"Medium Income",Senior
11661316,"Medium Income",Senior
14240390,"High Income",Senior
2592588,"High Income",Senior
12666672,"Medium Income",Senior
14993558,"High Income",Adult
8539294,"Low Income",Adult
16518925,"Medium Income",Senior
1646731,"High Income",Senior
1751704,"High Income",Adult
8724315,"Medium Income",Senior
5270691,"Medium Income",Senior
3086722,"Low Income",Senior
10109845,"Medium Income",Adult
12825151,"Medium Income",Senior
4144249,"Low Income",Senior
16485605,"High Income",Senior
9428268,"High Income",Senior
10514627,"High Income",Senior
10167059,"Medium Income",Adult
4086999,"High Income",Senior
14337431,"High Income",Senior
5195063,"Medium Income",Adult
1336804,"High Income",Senior
4214084,"Low Income",Senior
7906147,"Medium Income",Senior
11913672,"Low Income",Senior
3053250,"High Income",Senior
9265834,"Low Income",Senior
3744168,"Medium Income",Senior
11188087,"Low Income",Adult
15500230,"High Income",Senior
5934428,"Medium Income",Senior
15388682,"Low Income",Adult
8213360,"High Income",Adult
1686976,"Medium Income",Adult
7129738,"Low Income",Adult
10238075,"High Income",Adult
11427416,"Medium Income",Adult
4901000,"Medium Income",Adult
2932230,"Medium Income",Adult
13328538,"High Income",Adult
16448531,"Medium Income",Senior
10150289,"Medium Income",Senior
15929795,"High Income",Senior
13349198,"Low Income",Senior
16185018,"Low Income",Senior
8891638,"High Income",Adult
9183018,"Low Income",Senior
3385721,"High Income",Senior
14907036,"Medium Income",Senior
2824254,"Medium Income",Senior
2319137,"High Income",Adult
9839909,"Medium Income",Senior
5026220,"Medium Income",Senior
13793064,"Medium Income",Senior
12325683,"High Income",Senior
6990856,"High Income",Adult
1801687,"Low Income",Senior
7354630,"High Income",Adult
2416238,"Low Income",Senior
5443078,"Low Income",Adult
15173434,"High Income",Adult
9991861,"High Income",Adult
15833501,"Medium Income",Senior
4456850,"Medium Income",Senior
12498922,"Medium Income",Senior
8857275,"Medium Income",Adult
10192888,"Medium Income",Senior
8049562,"High Income",Senior
2348982,"High Income",Senior
10165470,"Medium Income",Adult
1668806,"Medium Income",Senior
3502432,"High Income",Adult
15068320,"Medium Income",Senior
15490863,"High Income",Senior
14845293,"Medium Income",Adult
2009246,"Medium Income",Senior
11900443,"Low Income",Senior
5618365,"High Income",Senior
439031,"Low Income",Adult
6255858,"High Income",Senior
7730586,"Medium Income",Senior
14332575,"Medium Income",Senior
10192396,"Low Income",Adult
13572102,"Low Income",Senior
4665983,"High Income",Adult
298429,"Medium Income",Adult
1746360,"Low Income",Senior
12027796,"High Income",Adult
953786,"High Income",Senior
15425634,"Medium Income",Adult
13115369,"High Income",Adult
12140609,"Low Income",Senior
13195729,"Low Income",Adult
16214747,"Medium Income",Senior
10175335,"Low Income",Senior
10283889,"Low Income",Senior
3313439,"High Income",Adult
6537595,"High Income",Senior
10814748,"High Income",Adult
10753197,"Low Income",Senior
14713793,"High Income",Adult
13238494,"Low Income",Adult
6017339,"High Income",Adult
3038632,"Medium Income",Senior
7472194,"Low Income",Adult
5872326,"Low Income",Senior
5297167,"Medium Income",Adult
5190656,"Low Income",Adult
3748880,"Medium Income",Senior
3343788,"Medium Income",Senior
8126219,"Low Income",Senior
10363213,"High Income",Senior
14299720,"Medium Income",Adult
9072711,"High Income",Senior
8119757,"Medium Income",Adult
742171,"High Income",Adult
13609303,"High Income",Senior
5584311,"Low Income",Adult
4494174,"Low Income",Adult
3280869,"Low Income",Adult
10490407,"Medium Income",Senior
12044801,"Medium Income",Adult
11272713,"Low Income",Adult
13236881,"High Income",Adult
2584920,"Medium Income",Adult
14667528,"Medium Income",Adult
7964820,"High Income",Senior
9752176,"High Income",Senior
7904122,"Low Income",Senior
398260,"High Income",Senior
14225286,"High Income",Adult
7441266,"Low Income",Senior
11529533,"High Income",Senior
3950753,"Low Income",Senior
11143846,"Low Income",Senior
669510,"High Income",Senior
1090111,"Medium Income",Adult
7298400,"Low Income",Adult
10198194,"High Income",Adult
5483763,"High Income",Senior
795421,"Low Income",Adult
2778842,"Medium Income",Senior
12785079,"Low Income",Adult
2019477,"Medium Income",Senior
8152004,"High Income",Adult
16026207,"Medium Income",Adult
2046011,"High Income",Senior
10558700,"Medium Income",Senior
14727824,"High Income",Senior
1369326,"Medium Income",Senior
10083001,"High Income",Senior
16558753,"High Income",Senior
13834394,"Low Income",Adult
12649806,"High Income",Adult
2236462,"Low Income",Adult
13274465,"High Income",Senior
11106018,"Low Income",Adult
15942493,"Medium Income",Senior
13089948,"Low Income",Senior
10268528,"High Income",Senior
8368493,"Low Income",Adult
5166306,"Medium Income",Adult
1066409,"Medium Income",Adult
3766646,"High Income",Senior
15495114,"High Income",Senior
13874839,"Low Income",Adult
10618666,"Medium Income",Senior
10266950,"Low Income",Senior
7153746,"Medium Income",Adult
15550210,"High Income",Senior
16334323,"Medium Income",Senior
2547272,"Medium Income",Adult
5050845,"Low Income",Adult
10582912,"High Income",Senior
16345617,"Medium Income",Senior
6915754,"High Income",Adult
8098792,"Low Income",Senior
8967306,"Medium Income",Senior
88147,"High Income",Senior
11787279,"Low Income",Senior
4781047,"Medium Income",Adult
3471670,"Low Income",Senior
1468521,"Medium Income",Senior
14141551,"Medium Income",Adult
3221419,"Medium Income",Senior
4485651,"Medium Income",Senior
7240646,"Low Income",Adult
1154806,"Medium Income",Adult
4924572,"High Income",Adult
13958023,"High Income",Adult
5304291,"Medium Income",Senior
8737452,"High Income",Adult
4227817,"Medium Income",Senior
14395940,"Medium Income",Senior
11293246,"Medium Income",Senior
14866437,"Medium Income",Senior
900880,"High Income",Senior
7583555,"High Income",Adult
6873036,"High Income",Senior
5950988,"High Income",Senior
5209372,"Medium Income",Senior
3567773,"Medium Income",Senior
4561581,"Medium Income",Adult
13201018,"Low Income",Senior
7710632,"High Income",Adult
2937326,"Low Income",Senior
1046716,"Low Income",Senior
14047862,"Medium Income",Senior
12132271,"Low Income",Senior
4087172,"Medium Income",Senior
14343170,"High Income",Senior
6621153,"High Income",Senior
10852889,"High Income",Senior
797890,"High Income",Adult
10537061,"High Income",Senior
360807,"Medium Income",Senior
490298,"Medium Income",Senior
7006401,"High Income",Adult
8283351,"Medium Income",Senior
12266148,"Medium Income",Adult
15952157,"Low Income",Senior
7808266,"High Income",Adult
7101154,"Medium Income",Senior
8776494,"Low Income",Senior
11311932,"High Income",Adult
10366143,"Medium Income",Senior
12894592,"High Income",Adult
10385444,"Medium Income",Adult
9242994,"Low Income",Adult
4202326,"Low Income",Adult
5125751,"Medium Income",Adult
7670538,"Low Income",Adult
7388256,"Low Income",Senior
11494156,"Medium Income",Senior
5936592,"Low Income",Adult
9332627,"High Income",Adult
8983169,"High Income",Senior
5250215,"Medium Income",Adult
6728799,"Low Income",Adult
14800255,"Medium Income",Senior
14902138,"Low Income",Senior
13119017,"Medium Income",Adult
15675207,"High Income",Senior
7898456,"Low Income",Adult
10516315,"Low Income",Adult
7703686,"High Income",Adult
6015615,"Medium Income",Senior
12449304,"High Income",Senior
6378608,"Medium Income",Senior
12642055,"Medium Income",Senior
16689709,"Low Income",Senior
5109579,"High Income",Senior
4545325,"High Income",Senior
7998922,"High Income",Adult
7767382,"High Income",Adult
5806545,"Low Income",Adult
12780861,"High Income",Senior
2763419,"Low Income",Adult
2155106,"Low Income",Senior
12513165,"Medium Income",Adult
10471063,"Low Income",Adult
15281782,"Medium Income",Senior
10759706,"Medium Income",Senior
14553808,"High Income",Senior
9197373,"Medium Income",Adult
2507227,"Medium Income",Senior
8979303,"Medium Income",Senior
8191672,"Medium Income",Senior
9214259,"High Income",Senior
7639205,"High Income",Senior
1174433,"Medium Income",Senior
835612,"High Income",Senior
5002487,"Medium Income",Senior
3289463,"High Income",Adult
617593,"Medium Income",Adult
4074779,"Low Income",Adult
12372568,"Low Income",Senior
16748077,"Medium Income",Senior
11574687,"High Income",Senior
10020518,"High Income",Adult
16452449,"High Income",Adult
3636787,"High Income",Senior
11918867,"Medium Income",Senior
13457174,"High Income",Adult
3030656,"Medium Income",Adult
5521210,"Medium Income",Adult
13337372,"High Income",Senior
15060368,"High Income",Adult
3796697,"Low Income",Adult
16774488,"Low Income",Senior
16655799,"Medium Income",Senior
5737579,"Low Income",Adult
13451470,"Medium Income",Senior
6050797,"Medium Income",Senior
5149126,"Medium Income",Senior
10081452,"High Income",Senior
5703330,"Medium Income",Adult
4094945,"High Income",Senior
16594910,"Medium Income",Adult
15964676,"Medium Income",Senior
6932777,"Medium Income",Adult
520845,"High Income",Senior
8026126,"Medium Income",Adult
11439553,"Low Income",Adult
4648648,"High Income",Senior
7705557,"Medium Income",Senior
13122191,"Medium Income",Senior
2564359,"High Income",Adult
4267367,"Low Income",Adult
14099150,"Medium Income",Senior
4391179,"High Income",Senior
15927617,"Medium Income",Adult
1803136,"High Income",Senior
11069940,"High Income",Adult
9026999,"Medium Income",Adult
1978511,"High Income",Senior
10533185,"Medium Income",Senior
8040663,"Medium Income",Adult
11625284,"High Income",Adult
2049121,"High Income",Adult
1814691,"Low Income",Senior
2774699,"Low Income",Senior
9000558,"Low Income",Senior
4156704,"Low Income",Adult
3518182,"Medium Income",Senior
12743015,"High Income",Senior
12237928,"Low Income",Senior
5619371,"High Income",Senior
8110743,"High Income",Adult
15193209,"High Income",Adult
8861377,"Medium Income",Senior
778392,"Medium Income",Adult
8681625,"High Income",Adult
14135102,"Low Income",Adult
12556997,"Medium Income",Adult
7545447,"High Income",Senior
14208368,"Low Income",Senior
3348322,"High Income",Senior
9156002,"Medium Income",Senior
12322915,"Medium Income",Senior
7345926,"High Income",Senior
9140678,"High Income",Senior
8314898,"High Income",Senior
6524690,"Medium Income",Senior
7368534,"Medium Income",Senior
5091679,"Medium Income",Senior
15767756,"High Income",Senior
14875720,"Medium Income",Senior
12649458,"Medium Income",Senior
10590442,"Medium Income",Senior
13957502,"High Income",Adult
10740544,"Medium Income",Senior
11552920,"High Income",Senior
4188975,"Medium Income",Adult
10451251,"High Income",Adult
13611303,"High Income",Senior
5613710,"High Income",Senior
10463395,"High Income",Senior
5496640,"Medium Income",Senior
986494,"Low Income",Adult
14277695,"High Income",Adult
9115292,"Low Income",Adult
14321463,"Medium Income",Senior
10381810,"High Income",Senior
9771398,"Medium Income",Adult
14547645,"Medium Income",Adult
3820132,"High Income",Senior
15539595,"Medium Income",Senior
15235141,"Medium Income",Senior
13176382,"High Income",Senior
5530859,"Low Income",Senior
11115208,"Medium Income",Senior
15474942,"High Income",Adult
6089573,"Medium Income",Senior
12041959,"High Income",Adult
7823087,"High Income",Adult
10687102,"Low Income",Adult
4127032,"Low Income",Adult
7718233,"Low Income",Adult
9266055,"Medium Income",Senior
15705641,"Medium Income",Senior
4922335,"High Income",Adult
15743111,"High Income",Senior
2093052,"Medium Income",Senior
8145638,"Low Income",Adult
8323623,"Low Income",Adult
16259941,"Medium Income",Adult
13645733,"Low Income",Adult
13385880,"Medium Income",Senior
11755248,"Medium Income",Senior
13239580,"High Income",Adult
9321983,"Medium Income",Senior
8161939,"Medium Income",Adult
6047850,"Low Income",Adult
8534471,"Medium Income",Senior
10601788,"High Income",Senior
213468,"High Income",Senior
2946454,"Medium Income",Adult
7131094,"Low Income",Senior
4472836,"Medium Income",Adult
15118699,"Medium Income",Senior
1631285,"Low Income",Adult
6017864,"Medium Income",Senior
3854653,"Low Income",Senior
5759665,"High Income",Senior
7267120,"High Income",Senior
8775968,"Medium Income",Senior
10483011,"Medium Income",Senior
11602619,"Medium Income",Senior
6927206,"Low Income",Senior
12746329,"High Income",Adult
4811185,"Medium Income",Senior
10586267,"Low Income",Senior
12119655,"High Income",Senior
14392590,"Medium Income",Adult
